time_s,signal
55.200,100.9766
55.400,101.7503
55.600,100.0130
55.800,99.5205
56.000,109.6589
56.200,104.3324
56.400,101.4138
56.600,105.1645
56.800,100.4688
57.000,98.8754
57.200,97.9018
57.400,100.9947
57.600,99.2329
57.800,109.5230
58.000,98.3643
58.200,106.1799
58.400,97.2384
58.600,97.5772
58.800,101.0326
59.000,109.0639
59.200,105.2370
59.400,97.8728
59.600,98.4111
59.800,108.0621
60.000,103.6674
60.200,104.9701
60.400,98.8457
60.600,109.8614
60.800,102.8116
61.000,107.5098
61.200,107.1994
61.400,107.0161
61.600,110.1067
61.800,98.5734
62.000,108.6043
62.200,102.5340
62.400,99.3294
62.600,103.3941
62.800,102.7580
63.000,98.5471
63.200,107.8719
63.400,101.2601
63.600,99.7345
63.800,109.6593
64.000,101.8290
64.200,99.9554
64.400,103.7767
64.600,97.0661
64.800,106.1142
65.000,106.5816
65.200,101.0405
65.400,101.0391
65.600,106.3236
65.800,106.1040
66.000,98.7588
66.200,96.8701
66.400,100.5671
66.600,106.4664
66.800,98.7941
67.000,96.8671
67.200,108.9846
67.400,102.6178
67.600,102.0484
67.800,100.4977
68.000,106.1670
68.200,109.2948
68.400,103.6996
68.600,100.2720
68.800,97.1999
69.000,107.9041
69.200,98.7325
69.400,102.4598
69.600,99.5494
69.800,106.3479
70.000,106.7337
70.200,97.2355
70.400,104.5079
70.600,108.1363
70.800,102.4187
71.000,98.3447
71.200,95.4201
71.400,98.6315
71.600,105.8604
71.800,95.8853
72.000,105.4059
72.200,103.7653
72.400,101.8873
72.600,105.2987
72.800,104.8012
73.000,100.0760
73.200,105.6207
73.400,107.1627
73.600,100.0336
73.800,104.4068
74.000,106.6187
74.200,95.8816
74.400,101.1523
74.600,103.1102
74.800,103.5974
75.000,94.8661
75.200,94.7317
75.400,100.1023
75.600,95.1958
75.800,97.2973
76.000,106.3663
76.200,104.6103
76.400,105.7552
76.600,105.0687
76.800,104.4759
77.000,106.9566
77.200,104.5811
77.400,105.9990
77.600,102.6408
77.800,108.2247
78.000,100.6555
78.200,98.9113
78.400,107.1848
78.600,105.1488
78.800,96.2696
79.000,97.6698
79.200,106.2243
79.400,103.0727
79.600,104.5458
79.800,104.7706
80.000,103.9041
80.200,107.3195
80.400,103.3155
80.600,104.5782
80.800,95.0367
81.000,102.8189
81.200,95.3250
81.400,101.8021
81.600,102.8649
81.800,105.3324
82.000,98.2349
82.200,94.3083
82.400,98.1660
82.600,105.1227
82.800,101.3834
83.000,96.8577
83.200,97.4172
83.400,105.4107
83.600,99.7830
83.800,97.8659
84.000,97.2393
84.200,97.4620
84.400,95.3169
84.600,100.7791
84.800,93.8390
85.000,97.6493
85.200,98.6066
85.400,97.1582
85.600,103.6684
85.800,95.3326
86.000,98.5173
86.200,102.0658
86.400,105.0191
86.600,99.9014
86.800,95.7712
87.000,105.8499
87.200,103.7715
87.400,100.8228
87.600,104.6371
87.800,93.9176
88.000,96.0164
88.200,94.0398
88.400,100.1638
88.600,93.5931
88.800,95.7690
89.000,93.5621
89.200,101.9292
89.400,98.6529
89.600,105.4931
89.800,92.5943
90.000,98.7696
90.200,103.6332
90.400,92.6546
90.600,96.0455
90.800,96.4619
91.000,105.5018
91.200,95.0234
91.400,97.7627
91.600,97.8248
91.800,101.7894
92.000,104.9415
92.200,103.3330
92.400,94.2087
92.600,103.7736
92.800,100.2771
93.000,92.7981
93.200,94.8437
93.400,102.8096
93.600,103.2832
93.800,101.1237
94.000,98.0130
94.200,99.4004
94.400,96.0783
94.600,93.7702
94.800,93.5214
95.000,98.1016
95.200,100.9701
95.400,102.2049
95.600,91.4280
95.800,100.8543
96.000,93.3387
96.200,93.7025
96.400,91.5106
96.600,92.8381
96.800,104.3001
97.000,103.2762
97.200,93.4318
97.400,102.4411
97.600,103.8665
97.800,95.0834
98.000,97.0745
98.200,98.4373
98.400,98.8249
98.600,102.1492
98.800,102.0168
99.000,92.9678
99.200,99.0497
99.400,90.7533
99.600,90.6137
99.800,94.4182
100.000,99.4711
100.200,91.3212
100.400,94.6550
100.600,103.7858
100.800,102.4151
101.000,91.1664
101.200,99.0687
101.400,99.6314
101.600,96.5364
101.800,97.9248
102.000,99.6374
102.200,100.2086
102.400,94.0614
102.600,100.0271
102.800,103.1974
103.000,100.8644
103.200,93.5604
103.400,102.0517
103.600,100.2891
103.800,94.3052
104.000,90.9681
104.200,94.3020
104.400,99.7272
104.600,90.8219
104.800,97.0708
105.000,99.4524
105.200,94.0592
105.400,101.0676
105.600,95.1791
105.800,92.6064
106.000,94.3824
106.200,89.4816
106.400,100.2048
106.600,98.6101
106.800,96.4855
107.000,91.9541
107.200,91.8612
107.400,101.9662
107.600,95.7867
107.800,92.8244
108.000,102.2048
108.200,94.1900
108.400,90.0343
108.600,99.8071
108.800,97.2376
109.000,96.9543
109.200,96.2404
109.400,88.9398
109.600,93.7894
109.800,100.8634
110.000,99.8153
110.200,97.1460
110.400,88.3967
110.600,101.2029
110.800,95.3726
111.000,99.5068
111.200,92.4000
111.400,93.5072
111.600,88.1717
111.800,95.8355
112.000,94.9756
112.200,91.2896
112.400,96.6689
112.600,92.6489
112.800,101.3217
113.000,91.7779
113.200,88.1444
113.400,90.1282
113.600,88.7185
113.800,100.9995
114.000,90.8735
114.200,89.1647
114.400,90.6789
114.600,95.0607
114.800,99.8126
115.000,95.0827
115.200,90.9107
115.400,91.9618
115.600,96.2667
115.800,98.1339
116.000,98.3075
116.200,91.7946
116.400,99.5089
116.600,98.3579
116.800,91.6891
117.000,94.6648
117.200,87.8222
117.400,91.9052
117.600,100.5131
117.800,87.1911
118.000,91.9400
118.200,93.4276
118.400,89.2957
118.600,87.9481
118.800,95.3914
119.000,90.6824
119.200,101.0274
119.400,93.7920
119.600,93.8428
119.800,97.1032
120.000,96.5126
120.200,94.6763
120.400,95.2377
120.600,93.8435
120.800,106.3484
121.000,104.3911
121.200,112.3828
121.400,104.6493
121.600,112.0881
121.800,116.4286
122.000,133.2929
122.200,146.4110
122.400,154.3909
122.600,177.1119
122.800,197.1312
123.000,234.2804
123.200,257.4208
123.400,306.9626
123.600,353.7768
123.800,409.8163
124.000,471.8255
124.200,546.0095
124.400,633.7061
124.600,731.5601
124.800,848.2806
125.000,965.6320
125.200,1101.5532
125.400,1242.4778
125.600,1399.4983
125.800,1556.7317
126.000,1717.4459
126.200,1890.9620
126.400,2060.0882
126.600,2236.1149
126.800,2399.9166
127.000,2562.0842
127.200,2706.3327
127.400,2842.5125
127.600,2958.7132
127.800,3049.4932
128.000,3131.2874
128.200,3181.5467
128.400,3205.7590
128.600,3218.5496
128.800,3184.1165
129.000,3135.6190
129.200,3070.9364
129.400,2974.6835
129.600,2858.5368
129.800,2716.9277
130.000,2575.3892
130.200,2417.7642
130.400,2253.0264
130.600,2081.7416
130.800,1909.0643
131.000,1740.1415
131.200,1564.7225
131.400,1408.2964
131.600,1258.2484
131.800,1113.2792
132.000,981.8508
132.200,851.0138
132.400,747.0885
132.600,643.4938
132.800,565.0759
133.000,475.1091
133.200,407.3070
133.400,350.4820
133.600,309.2297
133.800,268.0741
134.000,237.8051
134.200,200.4939
134.400,182.9775
134.600,161.2439
134.800,149.1156
135.000,136.9329
135.200,116.8898
135.400,121.0972
135.600,114.5985
135.800,109.0898
136.000,99.5072
136.200,100.3868
136.400,92.2149
136.600,97.5113
136.800,89.2900
137.000,94.9782
137.200,97.3103
137.400,93.5942
137.600,91.8902
137.800,98.5011
138.000,98.1452
138.200,91.8836
138.400,95.2248
138.600,96.6733
138.800,90.8923
139.000,96.2227
139.200,85.5397
139.400,88.1787
139.600,94.3469
139.800,99.0280
140.000,88.4247
140.200,92.3869
140.400,86.5738
140.600,93.4461
140.800,97.6378
141.000,93.4223
141.200,91.1904
141.400,97.7986
141.600,94.3613
141.800,97.9248
142.000,92.8344
142.200,91.5666
142.400,97.3347
142.600,95.6279
142.800,95.1197
143.000,87.8830
143.200,89.9889
143.400,93.5302
143.600,91.9977
143.800,95.0895
144.000,94.2737
144.200,89.9831
144.400,90.9790
144.600,87.4408
144.800,90.3904
145.000,96.5359
145.200,92.1823
145.400,94.5507
145.600,87.1486
145.800,94.8806
146.000,98.6774
146.200,88.6717
146.400,91.1637
146.600,85.7399
146.800,97.0930
147.000,94.4021
147.200,90.6163
147.400,96.0422
147.600,90.9563
147.800,94.9153
148.000,88.7894
148.200,98.2277
148.400,90.7341
148.600,96.3037
148.800,86.1051
149.000,93.0294
149.200,94.0429
149.400,99.1318
149.600,94.8768
149.800,92.5716
150.000,92.9994
150.200,93.7921
150.400,92.4981
150.600,94.1311
150.800,93.1765
151.000,87.7573
151.200,88.2851
151.400,96.4045
151.600,90.1371
151.800,92.3230
152.000,90.6921
152.200,87.6244
152.400,93.0116
152.600,97.9342
152.800,87.1193
153.000,92.3695
153.200,92.0896
153.400,98.6894
153.600,96.0308
153.800,87.4118
154.000,94.8945
154.200,90.1168
154.400,88.6016
154.600,90.4442
154.800,92.7082
155.000,93.8146
155.200,98.6136
155.400,99.0331
155.600,89.0164
155.800,98.0516
156.000,86.8173
156.200,92.6394
156.400,86.8430
156.600,86.9197
156.800,95.4794
157.000,90.0514
157.200,89.4404
157.400,96.1331
157.600,98.3356
157.800,90.0738
158.000,88.3079
158.200,97.0675
158.400,88.6647
158.600,90.8157
158.800,100.0036
159.000,88.1338
159.200,97.7063
159.400,92.4231
159.600,92.7204
159.800,90.0793
160.000,91.1377
160.200,89.5970
160.400,95.0948
160.600,95.3101
160.800,86.8306
161.000,91.7440
161.200,97.2163
161.400,94.8289
161.600,98.6064
161.800,100.1002
162.000,99.3069
162.200,99.8824
162.400,88.2070
162.600,86.6739
162.800,93.0396
163.000,92.9101
163.200,97.2027
163.400,93.3509
163.600,99.9638
163.800,97.8910
164.000,90.0528
164.200,97.0046
164.400,87.0074
164.600,87.6796
164.800,93.0407
165.000,87.9569
165.200,100.5233
165.400,93.4262
165.600,97.2997
165.800,98.6317
166.000,95.8499
166.200,100.6750
166.400,93.6503
166.600,90.7453
166.800,90.8539
167.000,90.2338
167.200,92.4655
167.400,88.8789
167.600,99.4247
167.800,95.4082
168.000,97.2859
168.200,97.7740
168.400,88.3876
168.600,94.6958
168.800,88.3997
169.000,100.1974
169.200,92.8073
169.400,94.5326
169.600,90.1098
169.800,99.7180
170.000,96.1471
170.200,88.1858
170.400,90.9046
170.600,92.2395
170.800,97.2556
171.000,98.3869
171.200,93.2512
171.400,91.6321
171.600,89.6478
171.800,94.7992
172.000,97.2319
172.200,100.3086
172.400,102.0498
172.600,98.9124
172.800,91.7394
173.000,101.0868
173.200,88.6758
173.400,92.4591
173.600,88.4532
173.800,94.1829
174.000,91.2071
174.200,90.9463
174.400,97.3124
174.600,94.6801
174.800,89.9398
175.000,89.3963
175.200,99.7064
175.400,93.3146
175.600,99.0720
175.800,94.8897
176.000,93.1008
176.200,98.9246
176.400,98.5984
176.600,100.0053
176.800,102.3170
177.000,90.4045
177.200,98.7805
177.400,92.7503
177.600,98.1861
177.800,101.5091
178.000,90.6627
178.200,90.0743
178.400,89.7935
178.600,91.3510
178.800,101.6006
179.000,101.5608
179.200,100.0345
179.400,96.9350
179.600,102.2735
179.800,101.3909
180.000,101.6992
180.200,103.5741
180.400,103.1465
180.600,90.1714
180.800,92.8054
181.000,94.5285
181.200,95.8537
181.400,93.7226
181.600,101.3981
181.800,100.7151
182.000,100.4691
182.200,103.4181
182.400,95.5350
182.600,102.8269
182.800,93.1357
183.000,92.1721
183.200,99.6758
183.400,103.7104
183.600,96.0203
183.800,103.6656
184.000,94.1949
184.200,104.3406
184.400,99.0636
184.600,93.9080
184.800,104.2357
185.000,98.2409
185.200,102.4932
185.400,103.7251
185.600,103.6256
185.800,104.6896
186.000,96.5704
186.200,98.2700
186.400,105.0702
186.600,96.5564
186.800,92.5367
187.000,101.1476
187.200,97.3454
187.400,102.1154
187.600,98.2310
187.800,92.2496
188.000,95.7067
188.200,105.6745
188.400,103.3455
188.600,93.8914
188.800,99.2336
189.000,103.3679
189.200,100.7888
189.400,103.3456
189.600,102.3287
189.800,99.9547
190.000,104.1250
190.200,93.3657
190.400,101.0894
190.600,101.9665
190.800,96.5584
191.000,95.7942
191.200,94.7719
191.400,96.0483
191.600,102.4310
191.800,92.8479
192.000,100.0654
192.200,102.8374
192.400,99.7030
192.600,102.1749
192.800,101.3954
193.000,106.2220
193.200,97.3845
193.400,103.2771
193.600,101.9760
193.800,95.3252
194.000,103.3866
194.200,100.3909
194.400,93.8276
194.600,96.0572
194.800,103.7617
195.000,102.4217
195.200,104.4814
195.400,100.5794
195.600,93.8012
195.800,98.0242
196.000,103.5875
196.200,100.5245
196.400,106.9589
196.600,107.4227
196.800,102.1459
197.000,97.3163
197.200,107.0698
197.400,102.0665
197.600,94.5804
197.800,106.4327
198.000,102.8322
198.200,104.7115
198.400,99.3716
198.600,105.9558
198.800,105.0228
199.000,100.0246
199.200,95.4698
199.400,107.2531
199.600,96.4123
199.800,103.3027
200.000,103.2067
200.200,95.1329
200.400,103.8512
200.600,108.4007
200.800,101.9226
201.000,106.3186
201.200,101.4944
201.400,101.4624
201.600,96.0298
201.800,102.5846
202.000,107.6332
202.200,106.5479
202.400,98.7306
202.600,96.3983
202.800,99.1032
203.000,106.7509
203.200,100.1077
203.400,108.4116
203.600,98.7374
203.800,107.9007
204.000,103.8068
204.200,99.6460
204.400,108.8327
204.600,97.4410
204.800,96.0295
205.000,108.7147
205.200,99.0992
205.400,102.5808
205.600,108.0561
205.800,99.9253
206.000,107.0606
206.200,107.3106
206.400,103.0152
206.600,109.6072
206.800,106.3740
207.000,109.3770
207.200,107.1216
207.400,105.5080
207.600,100.0390
207.800,97.8107
208.000,99.0988
208.200,97.6010
208.400,100.9640
208.600,99.1009
208.800,99.0058
209.000,104.1491
209.200,99.8584
209.400,107.6089
209.600,103.1875
209.800,98.3685
210.000,109.9206
210.200,97.3175
210.400,103.5663
210.600,106.5352
210.800,101.2881
211.000,105.5066
211.200,110.9949
211.400,99.8794
211.600,103.7220
211.800,102.4508
212.000,105.8875
212.200,110.1096
212.400,101.4908
212.600,106.7325
212.800,108.8499
213.000,105.9125
213.200,103.9254
213.400,99.2637
213.600,105.5261
213.800,109.2707
214.000,106.6124
214.200,104.6104
214.400,109.3801
214.600,109.9422
214.800,109.6944
215.000,111.7140
215.200,103.6325
215.400,109.9467
215.600,111.2471
215.800,111.6023
216.000,111.0702
216.200,101.4004
216.400,109.2011
216.600,99.1848
216.800,111.9470
217.000,106.5448
217.200,106.7770
217.400,99.7260
217.600,107.6960
217.800,104.3129
218.000,105.9038
218.200,102.0897
218.400,99.6705
218.600,105.2753
218.800,104.5872
219.000,106.3486
219.200,105.6329
219.400,108.3118
219.600,103.6991
219.800,104.8535
220.000,102.2110
220.200,109.8508
220.400,104.1552
220.600,113.3541
220.800,107.0393
221.000,102.0213
221.200,106.9495
221.400,106.2676
221.600,99.8046
221.800,111.5604
222.000,104.0162
222.200,105.6863
222.400,100.9153
222.600,110.8203
222.800,107.3853
223.000,103.2204
223.200,100.0114
223.400,111.7192
223.600,113.6028
223.800,113.2673
224.000,104.0363
224.200,112.9786
224.400,113.8825
224.600,113.8032
224.800,102.0868
225.000,106.4921
225.200,109.9598
225.400,110.2898
225.600,111.7617
225.800,114.1686
226.000,113.1147
226.200,113.7898
226.400,111.2274
226.600,104.0935
226.800,107.3340
227.000,107.8854
227.200,112.7183
227.400,114.3524
227.600,101.0807
227.800,110.4929
228.000,104.6924
228.200,104.3609
228.400,101.6392
228.600,104.1678
228.800,111.3591
229.000,107.0432
229.200,101.5066
229.400,101.9940
229.600,103.7994
229.800,110.7048
230.000,113.7959
230.200,101.6504
230.400,102.3966
230.600,110.9420
230.800,101.1235
231.000,103.7491
231.200,113.7957
231.400,104.4323
231.600,107.9463
231.800,108.0392
232.000,109.1117
232.200,107.9495
232.400,111.8196
232.600,102.5690
232.800,113.6041
233.000,107.4469
233.200,106.5438
233.400,106.4012
233.600,103.5372
233.800,111.5529
234.000,107.6675
234.200,105.9749
234.400,109.4444
234.600,109.3223
234.800,110.3183
235.000,106.7072
235.200,102.5163
235.400,113.5873
235.600,102.8268
235.800,104.9290
236.000,112.3294
236.200,110.7518
236.400,103.1158
236.600,110.7493
236.800,103.6364
237.000,105.3726
237.200,104.3211
237.400,103.9396
237.600,109.4355
237.800,115.3723
238.000,113.6134
238.200,102.4347
238.400,113.0374
238.600,103.2253
238.800,107.6906
239.000,106.5419
239.200,113.3495
239.400,111.9638
239.600,109.9087
239.800,105.4530
240.000,111.0955
240.200,108.3450
240.400,107.5195
240.600,112.1533
240.800,107.1892
241.000,103.0238
241.200,104.9852
241.400,112.3196
241.600,109.9818
241.800,113.0763
242.000,108.8379
242.200,110.3039
242.400,109.5999
242.600,109.7157
242.800,109.0520
243.000,108.7933
243.200,107.0958
243.400,111.5455
243.600,111.3999
243.800,114.2421
244.000,107.6251
244.200,111.1939
244.400,110.7584
244.600,109.6694
244.800,102.3740
245.000,114.6723
245.200,108.8351
245.400,107.9149
245.600,109.4526
245.800,114.3026
246.000,115.2838
246.200,107.9480
246.400,109.4737
246.600,113.5564
246.800,102.6766
247.000,102.3233
247.200,107.0361
247.400,115.6500
247.600,113.3030
247.800,105.3764
248.000,104.8312
248.200,103.2394
248.400,103.2630
248.600,105.2532
248.800,102.5907
249.000,110.0579
249.200,106.8252
249.400,112.3676
249.600,110.5957
249.800,110.8415
250.000,103.5158
250.200,102.3802
250.400,114.9643
250.600,103.3852
250.800,107.9098
251.000,103.2927
251.200,103.4379
251.400,102.0730
251.600,109.5918
251.800,105.7507
252.000,109.8838
252.200,115.7277
252.400,110.2555
252.600,109.1496
252.800,113.2335
253.000,102.1214
253.200,102.4106
253.400,115.6369
253.600,106.0756
253.800,104.9925
254.000,103.6656
254.200,111.6052
254.400,105.6216
254.600,110.9126
254.800,112.0564
255.000,107.7678
255.200,107.2627
255.400,104.8463
255.600,103.3874
255.800,102.4139
256.000,110.4386
256.200,106.7481
256.400,111.0560
256.600,101.9338
256.800,112.0347
257.000,115.0406
257.200,110.3275
257.400,112.2103
257.600,106.0269
257.800,110.3166
258.000,104.5307
258.200,101.9683
258.400,103.5946
258.600,108.1103
258.800,114.1415
259.000,110.6775
259.200,107.4179
259.400,113.0804
259.600,109.2240
259.800,103.1021
260.000,103.3798
260.200,110.4485
260.400,111.1986
260.600,114.0896
260.800,108.3913
261.000,108.0377
261.200,105.4035
261.400,110.6947
261.600,106.5580
261.800,105.7548
262.000,109.4217
262.200,108.2300
262.400,101.4081
262.600,110.8587
262.800,101.6386
263.000,114.3390
263.200,109.3984
263.400,110.8605
263.600,106.0023
263.800,108.6840
264.000,105.4196
264.200,101.3977
264.400,102.4527
264.600,101.3427
264.800,102.5176
265.000,101.9272
265.200,107.9901
265.400,106.5076
265.600,103.5508
265.800,109.5798
266.000,104.8506
266.200,109.5827
266.400,114.0013
266.600,113.0213
266.800,111.7580
267.000,109.2693
267.200,100.6592
267.400,109.6624
267.600,109.7206
267.800,109.7365
268.000,106.3994
268.200,101.0630
268.400,111.3418
268.600,109.4691
268.800,104.7679
269.000,100.8722
269.200,106.1124
269.400,108.8871
269.600,105.5981
269.800,109.1507
270.000,107.6552
270.200,106.3307
270.400,102.3748
270.600,108.4165
270.800,112.3888
271.000,111.5037
271.200,113.5654
271.400,112.2601
271.600,104.5798
271.800,110.9701
272.000,111.6359
272.200,104.8706
272.400,106.2535
272.600,105.7971
272.800,112.9722
273.000,105.3187
273.200,105.9294
273.400,106.9381
273.600,103.4237
273.800,103.9387
274.000,109.6531
274.200,103.4501
274.400,107.6888
274.600,111.6544
274.800,113.2904
275.000,106.1385
275.200,112.2612
275.400,104.5913
275.600,106.5548
275.800,106.7233
276.000,101.1554
276.200,111.8205
276.400,110.7362
276.600,104.1209
276.800,103.1302
277.000,109.5766
277.200,101.5985
277.400,100.9349
277.600,110.6288
277.800,102.7943
278.000,106.4174
278.200,102.7489
278.400,112.1550
278.600,106.3070
278.800,109.6242
279.000,100.3169
279.200,105.3030
279.400,105.5514
279.600,105.0265
279.800,102.2429
280.000,101.1610
280.200,108.1214
280.400,104.0742
280.600,107.2452
280.800,106.3057
281.000,107.0155
281.200,109.1378
281.400,104.5981
281.600,100.1082
281.800,101.9214
282.000,106.2707
282.200,110.8450
282.400,98.5689
282.600,104.3817
282.800,107.4219
283.000,100.3773
283.200,105.4000
283.400,98.1833
283.600,107.5682
283.800,110.9715
284.000,104.5755
284.200,97.8164
284.400,105.7361
284.600,108.8793
284.800,98.0664
285.000,101.3446
285.200,104.3804
285.400,97.5650
285.600,97.9802
285.800,101.5314
286.000,103.0889
286.200,103.6815
286.400,97.8232
286.600,98.5660
286.800,106.0828
287.000,97.3820
287.200,107.1053
287.400,103.2329
287.600,110.4798
287.800,103.5580
288.000,99.0048
288.200,108.8678
288.400,101.7902
288.600,106.0999
288.800,102.3123
289.000,97.9457
289.200,100.6142
289.400,106.7723
289.600,98.3735
289.800,110.6419
290.000,98.0089
290.200,101.7981
290.400,101.2477
290.600,98.2128
290.800,98.4936
291.000,106.7458
291.200,102.8028
291.400,99.5382
291.600,101.1638
291.800,97.8131
292.000,99.9640
292.200,106.6693
292.400,104.8798
292.600,105.1004
292.800,102.8359
293.000,108.7267
293.200,101.0013
293.400,108.9690
293.600,95.9161
293.800,106.9916
294.000,104.6352
294.200,108.0764
294.400,96.1195
294.600,107.5339
294.800,96.8660
295.000,101.1833
295.200,104.8320
295.400,101.2217
295.600,103.9374
295.800,106.3257
296.000,104.7122
296.200,100.4547
296.400,96.8536
296.600,106.4467
296.800,101.4594
297.000,95.4666
297.200,98.3694
297.400,108.0797
297.600,102.2682
297.800,104.5391
298.000,103.8378
298.200,97.1794
298.400,108.1863
298.600,103.9721
298.800,97.8839
299.000,99.6921
299.200,103.0959
299.400,103.1536
299.600,102.3730
299.800,95.9608
300.000,95.5372
